mpg,cylinders,displacement,horsepower,weight,acceleration,model_year,origin,name,mean_imputed_mpg,mean_imputed_cylinders,mean_imputed_displacement,mean_imputed_weight,mean_imputed_acceleration,mean_imputed_model_year,mean_imputed_origin,median_imputed_mpg,median_imputed_cylinders,median_imputed_displacement,median_imputed_weight,median_imputed_acceleration,median_imputed_model_year,median_imputed_origin,constant_imputed_mpg,constant_imputed_cylinders,constant_imputed_displacement,constant_imputed_weight,constant_imputed_acceleration,constant_imputed_model_year,constant_imputed_origin,most_frequent_imputed_horsepower,most_frequent_imputed_name,constant_imputed_horsepower,constant_imputed_name,custom_value_imputed_horsepower,custom_value_imputed_name
21.1,4,134.0,95,2515,14.8,78,3,toyota celica gt liftback,21.1,4.0,134.0,2515.0,14.8,78.0,3.0,21.1,4.0,134.0,2515.0,14.8,78.0,3.0,21.1,4.0,134.0,2515.0,14.8,78.0,3.0,95,toyota celica gt liftback,95,toyota celica gt liftback,95,toyota celica gt liftback
23.2,4,156.0,105,2745,16.7,78,1,plymouth sapporo,23.2,4.0,156.0,2745.0,16.7,78.0,1.0,23.2,4.0,156.0,2745.0,16.7,78.0,1.0,23.2,4.0,156.0,2745.0,16.7,78.0,1.0,105,plymouth sapporo,105,plymouth sapporo,105,plymouth sapporo
23.8,4,151.0,85,2855,17.6,78,1,oldsmobile starfire sx,23.8,4.0,151.0,2855.0,17.6,78.0,1.0,23.8,4.0,151.0,2855.0,17.6,78.0,1.0,23.8,4.0,151.0,2855.0,17.6,78.0,1.0,85,oldsmobile starfire sx,85,oldsmobile starfire sx,85,oldsmobile starfire sx
23.9,4,119.0,97,2405,14.9,78,3,datsun 200-sx,23.9,4.0,119.0,2405.0,14.9,78.0,3.0,23.9,4.0,119.0,2405.0,14.9,78.0,3.0,23.9,4.0,119.0,2405.0,14.9,78.0,3.0,97,datsun 200-sx,97,datsun 200-sx,97,datsun 200-sx
20.3,5,131.0,103,2830,15.9,78,2,audi 5000,20.3,5.0,131.0,2830.0,15.9,78.0,2.0,20.3,5.0,131.0,2830.0,15.9,78.0,2.0,20.3,5.0,131.0,2830.0,15.9,78.0,2.0,103,audi 5000,103,audi 5000,103,audi 5000
17.0,6,163.0,125,3140,13.6,78,2,volvo 264gl,17.0,6.0,163.0,3140.0,13.6,78.0,2.0,17.0,6.0,163.0,3140.0,13.6,78.0,2.0,17.0,6.0,163.0,3140.0,13.6,78.0,2.0,125,volvo 264gl,125,volvo 264gl,125,volvo 264gl
21.6,4,121.0,115,2795,15.7,78,2,saab 99gle,21.6,4.0,121.0,2795.0,15.7,78.0,2.0,21.6,4.0,121.0,2795.0,15.7,78.0,2.0,21.6,4.0,121.0,2795.0,15.7,78.0,2.0,115,saab 99gle,115,saab 99gle,115,saab 99gle
16.2,6,163.0,133,3410,15.8,78,2,peugeot 604sl,16.2,6.0,163.0,3410.0,15.8,78.0,2.0,16.2,6.0,163.0,3410.0,15.8,78.0,2.0,16.2,6.0,163.0,3410.0,15.8,78.0,2.0,133,peugeot 604sl,133,peugeot 604sl,133,peugeot 604sl
31.5,4,89.0,71,1990,14.9,78,2,volkswagen scirocco,31.5,4.0,89.0,1990.0,14.9,78.0,2.0,31.5,4.0,89.0,1990.0,14.9,78.0,2.0,31.5,4.0,89.0,1990.0,14.9,78.0,2.0,71,volkswagen scirocco,71,volkswagen scirocco,71,volkswagen scirocco
29.5,4,98.0,68,2135,16.6,78,3,honda accord lx,29.5,4.0,98.0,2135.0,16.6,78.0,3.0,29.5,4.0,98.0,2135.0,16.6,78.0,3.0,29.5,4.0,98.0,2135.0,16.6,78.0,3.0,68,honda accord lx,68,honda accord lx,68,honda accord lx
21.5,6,231.0,115,3245,15.4,79,1,pontiac lemans v6,21.5,6.0,231.0,3245.0,15.4,79.0,1.0,21.5,6.0,231.0,3245.0,15.4,79.0,1.0,21.5,6.0,231.0,3245.0,15.4,79.0,1.0,115,pontiac lemans v6,115,pontiac lemans v6,115,pontiac lemans v6
19.8,6,200.0,85,2990,18.2,79,1,mercury zephyr 6,19.8,6.0,200.0,2990.0,18.2,79.0,1.0,19.8,6.0,200.0,2990.0,18.2,79.0,1.0,19.8,6.0,200.0,2990.0,18.2,79.0,1.0,85,mercury zephyr 6,85,mercury zephyr 6,85,mercury zephyr 6
22.3,4,140.0,88,2890,17.3,79,1,ford fairmont 4,22.3,4.0,140.0,2890.0,17.3,79.0,1.0,22.3,4.0,140.0,2890.0,17.3,79.0,1.0,22.3,4.0,140.0,2890.0,17.3,79.0,1.0,88,ford fairmont 4,88,ford fairmont 4,88,ford fairmont 4
20.2,6,232.0,90,3265,18.2,79,1,amc concord dl 6,20.2,6.0,232.0,3265.0,18.2,79.0,1.0,20.2,6.0,232.0,3265.0,18.2,79.0,1.0,20.2,6.0,232.0,3265.0,18.2,79.0,1.0,90,amc concord dl 6,90,amc concord dl 6,90,amc concord dl 6
20.6,6,225.0,110,3360,16.6,79,1,dodge aspen 6,20.6,6.0,225.0,3360.0,16.6,79.0,1.0,20.6,6.0,225.0,3360.0,16.6,79.0,1.0,20.6,6.0,225.0,3360.0,16.6,79.0,1.0,110,dodge aspen 6,110,dodge aspen 6,110,dodge aspen 6
17.0,8,305.0,130,3840,15.4,79,1,chevrolet caprice classic,17.0,8.0,305.0,3840.0,15.4,79.0,1.0,17.0,8.0,305.0,3840.0,15.4,79.0,1.0,17.0,8.0,305.0,3840.0,15.4,79.0,1.0,130,chevrolet caprice classic,130,chevrolet caprice classic,130,chevrolet caprice classic
17.6,8,302.0,129,3725,13.4,79,1,ford ltd landau,17.6,8.0,302.0,3725.0,13.4,79.0,1.0,17.6,8.0,302.0,3725.0,13.4,79.0,1.0,17.6,8.0,302.0,3725.0,13.4,79.0,1.0,129,ford ltd landau,129,ford ltd landau,129,ford ltd landau
16.5,8,351.0,138,3955,13.2,79,1,mercury grand marquis,16.5,8.0,351.0,3955.0,13.2,79.0,1.0,16.5,8.0,351.0,3955.0,13.2,79.0,1.0,16.5,8.0,351.0,3955.0,13.2,79.0,1.0,138,mercury grand marquis,138,mercury grand marquis,138,mercury grand marquis
18.2,8,318.0,135,3830,15.2,79,1,dodge st. regis,18.2,8.0,318.0,3830.0,15.2,79.0,1.0,18.2,8.0,318.0,3830.0,15.2,79.0,1.0,18.2,8.0,318.0,3830.0,15.2,79.0,1.0,135,dodge st. regis,135,dodge st. regis,135,dodge st. regis
16.9,8,350.0,155,4360,14.9,79,1,buick estate wagon (sw),16.9,8.0,350.0,4360.0,14.9,79.0,1.0,16.9,8.0,350.0,4360.0,14.9,79.0,1.0,16.9,8.0,350.0,4360.0,14.9,79.0,1.0,155,buick estate wagon (sw),155,buick estate wagon (sw),155,buick estate wagon (sw)
15.5,8,351.0,142,4054,14.3,79,1,ford country squire (sw),15.5,8.0,351.0,4054.0,14.3,79.0,1.0,15.5,8.0,351.0,4054.0,14.3,79.0,1.0,15.5,8.0,351.0,4054.0,14.3,79.0,1.0,142,ford country squire (sw),142,ford country squire (sw),142,ford country squire (sw)
19.2,8,267.0,125,3605,15.0,79,1,chevrolet malibu classic (sw),19.2,8.0,267.0,3605.0,15.0,79.0,1.0,19.2,8.0,267.0,3605.0,15.0,79.0,1.0,19.2,8.0,267.0,3605.0,15.0,79.0,1.0,125,chevrolet malibu classic (sw),125,chevrolet malibu classic (sw),125,chevrolet malibu classic (sw)
18.5,8,360.0,150,3940,13.0,79,1,chrysler lebaron town @ country (sw),18.5,8.0,360.0,3940.0,13.0,79.0,1.0,18.5,8.0,360.0,3940.0,13.0,79.0,1.0,18.5,8.0,360.0,3940.0,13.0,79.0,1.0,150,chrysler lebaron town @ country (sw),150,chrysler lebaron town @ country (sw),150,chrysler lebaron town @ country (sw)
31.9,4,89.0,71,1925,14.0,79,2,vw rabbit custom,31.9,4.0,89.0,1925.0,14.0,79.0,2.0,31.9,4.0,89.0,1925.0,14.0,79.0,2.0,31.9,4.0,89.0,1925.0,14.0,79.0,2.0,71,vw rabbit custom,71,vw rabbit custom,71,vw rabbit custom
34.1,4,86.0,65,1975,15.2,79,3,maxda glc deluxe,34.1,4.0,86.0,1975.0,15.2,79.0,3.0,34.1,4.0,86.0,1975.0,15.2,79.0,3.0,34.1,4.0,86.0,1975.0,15.2,79.0,3.0,65,maxda glc deluxe,65,maxda glc deluxe,65,maxda glc deluxe
35.7,4,98.0,80,1915,14.4,79,1,dodge colt hatchback custom,35.7,4.0,98.0,1915.0,14.4,79.0,1.0,35.7,4.0,98.0,1915.0,14.4,79.0,1.0,35.7,4.0,98.0,1915.0,14.4,79.0,1.0,80,dodge colt hatchback custom,80,dodge colt hatchback custom,80,dodge colt hatchback custom
27.4,4,121.0,80,2670,15.0,79,1,amc spirit dl,27.4,4.0,121.0,2670.0,15.0,79.0,1.0,27.4,4.0,121.0,2670.0,15.0,79.0,1.0,27.4,4.0,121.0,2670.0,15.0,79.0,1.0,80,amc spirit dl,80,amc spirit dl,80,amc spirit dl
25.4,5,183.0,77,3530,20.1,79,2,mercedes benz 300d,25.4,5.0,183.0,3530.0,20.1,79.0,2.0,25.4,5.0,183.0,3530.0,20.1,79.0,2.0,25.4,5.0,183.0,3530.0,20.1,79.0,2.0,77,mercedes benz 300d,77,mercedes benz 300d,77,mercedes benz 300d
23.0,8,350.0,125,3900,17.4,79,1,cadillac eldorado,23.0,8.0,350.0,3900.0,17.4,79.0,1.0,23.0,8.0,350.0,3900.0,17.4,79.0,1.0,23.0,8.0,350.0,3900.0,17.4,79.0,1.0,125,cadillac eldorado,125,cadillac eldorado,125,cadillac eldorado
27.2,4,141.0,71,3190,24.8,79,2,peugeot 504,27.2,4.0,141.0,3190.0,24.8,79.0,2.0,27.2,4.0,141.0,3190.0,24.8,79.0,2.0,27.2,4.0,141.0,3190.0,24.8,79.0,2.0,71,peugeot 504,71,peugeot 504,71,peugeot 504
23.9,8,260.0,90,3420,22.2,79,1,oldsmobile cutlass salon brougham,23.9,8.0,260.0,3420.0,22.2,79.0,1.0,23.9,8.0,260.0,3420.0,22.2,79.0,1.0,23.9,8.0,260.0,3420.0,22.2,79.0,1.0,90,oldsmobile cutlass salon brougham,90,oldsmobile cutlass salon brougham,90,oldsmobile cutlass salon brougham
34.2,4,105.0,70,2200,13.2,79,1,plymouth horizon,34.2,4.0,105.0,2200.0,13.2,79.0,1.0,34.2,4.0,105.0,2200.0,13.2,79.0,1.0,34.2,4.0,105.0,2200.0,13.2,79.0,1.0,70,plymouth horizon,70,plymouth horizon,70,plymouth horizon
34.5,4,105.0,70,2150,14.9,79,1,plymouth horizon tc3,34.5,4.0,105.0,2150.0,14.9,79.0,1.0,34.5,4.0,105.0,2150.0,14.9,79.0,1.0,34.5,4.0,105.0,2150.0,14.9,79.0,1.0,70,plymouth horizon tc3,70,plymouth horizon tc3,70,plymouth horizon tc3
31.8,4,85.0,65,2020,19.2,79,3,datsun 210,31.8,4.0,85.0,2020.0,19.2,79.0,3.0,31.8,4.0,85.0,2020.0,19.2,79.0,3.0,31.8,4.0,85.0,2020.0,19.2,79.0,3.0,65,datsun 210,65,datsun 210,65,datsun 210
37.3,4,91.0,69,2130,14.7,79,2,fiat strada custom,37.3,4.0,91.0,2130.0,14.7,79.0,2.0,37.3,4.0,91.0,2130.0,14.7,79.0,2.0,37.3,4.0,91.0,2130.0,14.7,79.0,2.0,69,fiat strada custom,69,fiat strada custom,69,fiat strada custom
28.4,4,151.0,90,2670,16.0,79,1,buick skylark limited,28.4,4.0,151.0,2670.0,16.0,79.0,1.0,28.4,4.0,151.0,2670.0,16.0,79.0,1.0,28.4,4.0,151.0,2670.0,16.0,79.0,1.0,90,buick skylark limited,90,buick skylark limited,90,buick skylark limited
28.8,6,173.0,115,2595,11.3,79,1,chevrolet citation,28.8,6.0,173.0,2595.0,11.3,79.0,1.0,28.8,6.0,173.0,2595.0,11.3,79.0,1.0,28.8,6.0,173.0,2595.0,11.3,79.0,1.0,115,chevrolet citation,115,chevrolet citation,115,chevrolet citation
26.8,6,173.0,115,2700,12.9,79,1,oldsmobile omega brougham,26.8,6.0,173.0,2700.0,12.9,79.0,1.0,26.8,6.0,173.0,2700.0,12.9,79.0,1.0,26.8,6.0,173.0,2700.0,12.9,79.0,1.0,115,oldsmobile omega brougham,115,oldsmobile omega brougham,115,oldsmobile omega brougham
33.5,4,151.0,90,2556,13.2,79,1,pontiac phoenix,33.5,4.0,151.0,2556.0,13.2,79.0,1.0,33.5,4.0,151.0,2556.0,13.2,79.0,1.0,33.5,4.0,151.0,2556.0,13.2,79.0,1.0,90,pontiac phoenix,90,pontiac phoenix,90,pontiac phoenix
41.5,4,98.0,76,2144,14.7,80,2,vw rabbit,41.5,4.0,98.0,2144.0,14.7,80.0,2.0,41.5,4.0,98.0,2144.0,14.7,80.0,2.0,41.5,4.0,98.0,2144.0,14.7,80.0,2.0,76,vw rabbit,76,vw rabbit,76,vw rabbit
38.1,4,89.0,60,1968,18.8,80,3,toyota corolla tercel,38.1,4.0,89.0,1968.0,18.8,80.0,3.0,38.1,4.0,89.0,1968.0,18.8,80.0,3.0,38.1,4.0,89.0,1968.0,18.8,80.0,3.0,60,toyota corolla tercel,60,toyota corolla tercel,60,toyota corolla tercel
32.1,4,98.0,70,2120,15.5,80,1,chevrolet chevette,32.1,4.0,98.0,2120.0,15.5,80.0,1.0,32.1,4.0,98.0,2120.0,15.5,80.0,1.0,32.1,4.0,98.0,2120.0,15.5,80.0,1.0,70,chevrolet chevette,70,chevrolet chevette,70,chevrolet chevette
37.2,4,86.0,65,2019,16.4,80,3,datsun 310,37.2,4.0,86.0,2019.0,16.4,80.0,3.0,37.2,4.0,86.0,2019.0,16.4,80.0,3.0,37.2,4.0,86.0,2019.0,16.4,80.0,3.0,65,datsun 310,65,datsun 310,65,datsun 310
28.0,4,151.0,90,2678,16.5,80,1,chevrolet citation,28.0,4.0,151.0,2678.0,16.5,80.0,1.0,28.0,4.0,151.0,2678.0,16.5,80.0,1.0,28.0,4.0,151.0,2678.0,16.5,80.0,1.0,90,chevrolet citation,90,chevrolet citation,90,chevrolet citation
26.4,4,140.0,88,2870,18.1,80,1,ford fairmont,26.4,4.0,140.0,2870.0,18.1,80.0,1.0,26.4,4.0,140.0,2870.0,18.1,80.0,1.0,26.4,4.0,140.0,2870.0,18.1,80.0,1.0,88,ford fairmont,88,ford fairmont,88,ford fairmont
24.3,4,151.0,90,3003,20.1,80,1,amc concord,24.3,4.0,151.0,3003.0,20.1,80.0,1.0,24.3,4.0,151.0,3003.0,20.1,80.0,1.0,24.3,4.0,151.0,3003.0,20.1,80.0,1.0,90,amc concord,90,amc concord,90,amc concord
19.1,6,225.0,90,3381,18.7,80,1,dodge aspen,19.1,6.0,225.0,3381.0,18.7,80.0,1.0,19.1,6.0,225.0,3381.0,18.7,80.0,1.0,19.1,6.0,225.0,3381.0,18.7,80.0,1.0,90,dodge aspen,90,dodge aspen,90,dodge aspen
34.3,4,97.0,78,2188,15.8,80,2,audi 4000,34.3,4.0,97.0,2188.0,15.8,80.0,2.0,34.3,4.0,97.0,2188.0,15.8,80.0,2.0,34.3,4.0,97.0,2188.0,15.8,80.0,2.0,78,audi 4000,78,audi 4000,78,audi 4000
29.8,4,134.0,90,2711,15.5,80,3,toyota corona liftback,29.8,4.0,134.0,2711.0,15.5,80.0,3.0,29.8,4.0,134.0,2711.0,15.5,80.0,3.0,29.8,4.0,134.0,2711.0,15.5,80.0,3.0,90,toyota corona liftback,90,toyota corona liftback,90,toyota corona liftback
31.3,4,120.0,75,2542,17.5,80,3,mazda 626,31.3,4.0,120.0,2542.0,17.5,80.0,3.0,31.3,4.0,120.0,2542.0,17.5,80.0,3.0,31.3,4.0,120.0,2542.0,17.5,80.0,3.0,75,mazda 626,75,mazda 626,75,mazda 626
37.0,4,119.0,92,2434,15.0,80,3,datsun 510 hatchback,37.0,4.0,119.0,2434.0,15.0,80.0,3.0,37.0,4.0,119.0,2434.0,15.0,80.0,3.0,37.0,4.0,119.0,2434.0,15.0,80.0,3.0,92,datsun 510 hatchback,92,datsun 510 hatchback,92,datsun 510 hatchback
32.2,4,108.0,75,2265,15.2,80,3,toyota corolla,32.2,4.0,108.0,2265.0,15.2,80.0,3.0,32.2,4.0,108.0,2265.0,15.2,80.0,3.0,32.2,4.0,108.0,2265.0,15.2,80.0,3.0,75,toyota corolla,75,toyota corolla,75,toyota corolla
46.6,4,86.0,65,2110,17.9,80,3,mazda glc,46.6,4.0,86.0,2110.0,17.9,80.0,3.0,46.6,4.0,86.0,2110.0,17.9,80.0,3.0,46.6,4.0,86.0,2110.0,17.9,80.0,3.0,65,mazda glc,65,mazda glc,65,mazda glc
27.9,4,156.0,105,2800,14.4,80,1,dodge colt,27.9,4.0,156.0,2800.0,14.4,80.0,1.0,27.9,4.0,156.0,2800.0,14.4,80.0,1.0,27.9,4.0,156.0,2800.0,14.4,80.0,1.0,105,dodge colt,105,dodge colt,105,dodge colt
40.8,4,85.0,65,2110,19.2,80,3,datsun 210,40.8,4.0,85.0,2110.0,19.2,80.0,3.0,40.8,4.0,85.0,2110.0,19.2,80.0,3.0,40.8,4.0,85.0,2110.0,19.2,80.0,3.0,65,datsun 210,65,datsun 210,65,datsun 210
44.3,4,90.0,48,2085,21.7,80,2,vw rabbit c (diesel),44.3,4.0,90.0,2085.0,21.7,80.0,2.0,44.3,4.0,90.0,2085.0,21.7,80.0,2.0,44.3,4.0,90.0,2085.0,21.7,80.0,2.0,48,vw rabbit c (diesel),48,vw rabbit c (diesel),48,vw rabbit c (diesel)
43.4,4,90.0,48,2335,23.7,80,2,vw dasher (diesel),43.4,4.0,90.0,2335.0,23.7,80.0,2.0,43.4,4.0,90.0,2335.0,23.7,80.0,2.0,43.4,4.0,90.0,2335.0,23.7,80.0,2.0,48,vw dasher (diesel),48,vw dasher (diesel),48,vw dasher (diesel)
36.4,5,121.0,67,2950,19.9,80,2,audi 5000s (diesel),36.4,5.0,121.0,2950.0,19.9,80.0,2.0,36.4,5.0,121.0,2950.0,19.9,80.0,2.0,36.4,5.0,121.0,2950.0,19.9,80.0,2.0,67,audi 5000s (diesel),67,audi 5000s (diesel),67,audi 5000s (diesel)
30.0,4,146.0,67,3250,21.8,80,2,mercedes-benz 240d,30.0,4.0,146.0,3250.0,21.8,80.0,2.0,30.0,4.0,146.0,3250.0,21.8,80.0,2.0,30.0,4.0,146.0,3250.0,21.8,80.0,2.0,67,mercedes-benz 240d,67,mercedes-benz 240d,67,mercedes-benz 240d
44.6,4,91.0,67,1850,13.8,80,3,honda civic 1500 gl,44.6,4.0,91.0,1850.0,13.8,80.0,3.0,44.6,4.0,91.0,1850.0,13.8,80.0,3.0,44.6,4.0,91.0,1850.0,13.8,80.0,3.0,67,honda civic 1500 gl,67,honda civic 1500 gl,67,honda civic 1500 gl
40.9,4,85.0,?,1835,17.3,80,2,renault lecar deluxe,40.9,4.0,85.0,1835.0,17.3,80.0,2.0,40.9,4.0,85.0,1835.0,17.3,80.0,2.0,40.9,4.0,85.0,1835.0,17.3,80.0,2.0,?,renault lecar deluxe,?,renault lecar deluxe,?,renault lecar deluxe
33.8,4,97.0,67,2145,18.0,80,3,subaru dl,33.8,4.0,97.0,2145.0,18.0,80.0,3.0,33.8,4.0,97.0,2145.0,18.0,80.0,3.0,33.8,4.0,97.0,2145.0,18.0,80.0,3.0,67,subaru dl,67,subaru dl,67,subaru dl
29.8,4,89.0,62,1845,15.3,80,2,vokswagen rabbit,29.8,4.0,89.0,1845.0,15.3,80.0,2.0,29.8,4.0,89.0,1845.0,15.3,80.0,2.0,29.8,4.0,89.0,1845.0,15.3,80.0,2.0,62,vokswagen rabbit,62,vokswagen rabbit,62,vokswagen rabbit
32.7,6,168.0,132,2910,11.4,80,3,datsun 280-zx,32.7,6.0,168.0,2910.0,11.4,80.0,3.0,32.7,6.0,168.0,2910.0,11.4,80.0,3.0,32.7,6.0,168.0,2910.0,11.4,80.0,3.0,132,datsun 280-zx,132,datsun 280-zx,132,datsun 280-zx
23.7,3,70.0,100,2420,12.5,80,3,mazda rx-7 gs,23.7,3.0,70.0,2420.0,12.5,80.0,3.0,23.7,3.0,70.0,2420.0,12.5,80.0,3.0,23.7,3.0,70.0,2420.0,12.5,80.0,3.0,100,mazda rx-7 gs,100,mazda rx-7 gs,100,mazda rx-7 gs
35.0,4,122.0,88,2500,15.1,80,2,triumph tr7 coupe,35.0,4.0,122.0,2500.0,15.1,80.0,2.0,35.0,4.0,122.0,2500.0,15.1,80.0,2.0,35.0,4.0,122.0,2500.0,15.1,80.0,2.0,88,triumph tr7 coupe,88,triumph tr7 coupe,88,triumph tr7 coupe
23.6,4,140.0,?,2905,14.3,80,1,ford mustang cobra,23.6,4.0,140.0,2905.0,14.3,80.0,1.0,23.6,4.0,140.0,2905.0,14.3,80.0,1.0,23.6,4.0,140.0,2905.0,14.3,80.0,1.0,?,ford mustang cobra,?,ford mustang cobra,?,ford mustang cobra
32.4,4,107.0,72,2290,17.0,80,3,honda accord,32.4,4.0,107.0,2290.0,17.0,80.0,3.0,32.4,4.0,107.0,2290.0,17.0,80.0,3.0,32.4,4.0,107.0,2290.0,17.0,80.0,3.0,72,honda accord,72,honda accord,72,honda accord
27.2,4,135.0,84,2490,15.7,81,1,plymouth reliant,27.2,4.0,135.0,2490.0,15.7,81.0,1.0,27.2,4.0,135.0,2490.0,15.7,81.0,1.0,27.2,4.0,135.0,2490.0,15.7,81.0,1.0,84,plymouth reliant,84,plymouth reliant,84,plymouth reliant
26.6,4,151.0,84,2635,16.4,81,1,buick skylark,26.6,4.0,151.0,2635.0,16.4,81.0,1.0,26.6,4.0,151.0,2635.0,16.4,81.0,1.0,26.6,4.0,151.0,2635.0,16.4,81.0,1.0,84,buick skylark,84,buick skylark,84,buick skylark
25.8,4,156.0,92,2620,14.4,81,1,dodge aries wagon (sw),25.8,4.0,156.0,2620.0,14.4,81.0,1.0,25.8,4.0,156.0,2620.0,14.4,81.0,1.0,25.8,4.0,156.0,2620.0,14.4,81.0,1.0,92,dodge aries wagon (sw),92,dodge aries wagon (sw),92,dodge aries wagon (sw)
23.5,6,173.0,110,2725,12.6,81,1,chevrolet citation,23.5,6.0,173.0,2725.0,12.6,81.0,1.0,23.5,6.0,173.0,2725.0,12.6,81.0,1.0,23.5,6.0,173.0,2725.0,12.6,81.0,1.0,110,chevrolet citation,110,chevrolet citation,110,chevrolet citation
30.0,4,135.0,84,2385,12.9,81,1,plymouth reliant,30.0,4.0,135.0,2385.0,12.9,81.0,1.0,30.0,4.0,135.0,2385.0,12.9,81.0,1.0,30.0,4.0,135.0,2385.0,12.9,81.0,1.0,84,plymouth reliant,84,plymouth reliant,84,plymouth reliant
39.1,4,79.0,58,1755,16.9,81,3,toyota starlet,39.1,4.0,79.0,1755.0,16.9,81.0,3.0,39.1,4.0,79.0,1755.0,16.9,81.0,3.0,39.1,4.0,79.0,1755.0,16.9,81.0,3.0,58,toyota starlet,58,toyota starlet,58,toyota starlet
39.0,4,86.0,64,1875,16.4,81,1,plymouth champ,39.0,4.0,86.0,1875.0,16.4,81.0,1.0,39.0,4.0,86.0,1875.0,16.4,81.0,1.0,39.0,4.0,86.0,1875.0,16.4,81.0,1.0,64,plymouth champ,64,plymouth champ,64,plymouth champ
35.1,4,81.0,60,1760,16.1,81,3,honda civic 1300,35.1,4.0,81.0,1760.0,16.1,81.0,3.0,35.1,4.0,81.0,1760.0,16.1,81.0,3.0,35.1,4.0,81.0,1760.0,16.1,81.0,3.0,60,honda civic 1300,60,honda civic 1300,60,honda civic 1300
32.3,4,97.0,67,2065,17.8,81,3,subaru,32.3,4.0,97.0,2065.0,17.8,81.0,3.0,32.3,4.0,97.0,2065.0,17.8,81.0,3.0,32.3,4.0,97.0,2065.0,17.8,81.0,3.0,67,subaru,67,subaru,67,subaru
37.0,4,85.0,65,1975,19.4,81,3,datsun 210 mpg,37.0,4.0,85.0,1975.0,19.4,81.0,3.0,37.0,4.0,85.0,1975.0,19.4,81.0,3.0,37.0,4.0,85.0,1975.0,19.4,81.0,3.0,65,datsun 210 mpg,65,datsun 210 mpg,65,datsun 210 mpg
37.7,4,89.0,62,2050,17.3,81,3,toyota tercel,37.7,4.0,89.0,2050.0,17.3,81.0,3.0,37.7,4.0,89.0,2050.0,17.3,81.0,3.0,37.7,4.0,89.0,2050.0,17.3,81.0,3.0,62,toyota tercel,62,toyota tercel,62,toyota tercel
34.1,4,91.0,68,1985,16.0,81,3,mazda glc 4,34.1,4.0,91.0,1985.0,16.0,81.0,3.0,34.1,4.0,91.0,1985.0,16.0,81.0,3.0,34.1,4.0,91.0,1985.0,16.0,81.0,3.0,68,mazda glc 4,68,mazda glc 4,68,mazda glc 4
34.7,4,105.0,63,2215,14.9,81,1,plymouth horizon 4,34.7,4.0,105.0,2215.0,14.9,81.0,1.0,34.7,4.0,105.0,2215.0,14.9,81.0,1.0,34.7,4.0,105.0,2215.0,14.9,81.0,1.0,63,plymouth horizon 4,63,plymouth horizon 4,63,plymouth horizon 4
34.4,4,98.0,65,2045,16.2,81,1,ford escort 4w,34.4,4.0,98.0,2045.0,16.2,81.0,1.0,34.4,4.0,98.0,2045.0,16.2,81.0,1.0,34.4,4.0,98.0,2045.0,16.2,81.0,1.0,65,ford escort 4w,65,ford escort 4w,65,ford escort 4w
29.9,4,98.0,65,2380,20.7,81,1,ford escort 2h,29.9,4.0,98.0,2380.0,20.7,81.0,1.0,29.9,4.0,98.0,2380.0,20.7,81.0,1.0,29.9,4.0,98.0,2380.0,20.7,81.0,1.0,65,ford escort 2h,65,ford escort 2h,65,ford escort 2h
33.0,4,105.0,74,2190,14.2,81,2,volkswagen jetta,33.0,4.0,105.0,2190.0,14.2,81.0,2.0,33.0,4.0,105.0,2190.0,14.2,81.0,2.0,33.0,4.0,105.0,2190.0,14.2,81.0,2.0,74,volkswagen jetta,74,volkswagen jetta,74,volkswagen jetta
34.5,4,100.0,?,2320,15.8,81,2,renault 18i,34.5,4.0,100.0,2320.0,15.8,81.0,2.0,34.5,4.0,100.0,2320.0,15.8,81.0,2.0,34.5,4.0,100.0,2320.0,15.8,81.0,2.0,?,renault 18i,?,renault 18i,?,renault 18i
33.7,4,107.0,75,2210,14.4,81,3,honda prelude,33.7,4.0,107.0,2210.0,14.4,81.0,3.0,33.7,4.0,107.0,2210.0,14.4,81.0,3.0,33.7,4.0,107.0,2210.0,14.4,81.0,3.0,75,honda prelude,75,honda prelude,75,honda prelude
32.4,4,108.0,75,2350,16.8,81,3,toyota corolla,32.4,4.0,108.0,2350.0,16.8,81.0,3.0,32.4,4.0,108.0,2350.0,16.8,81.0,3.0,32.4,4.0,108.0,2350.0,16.8,81.0,3.0,75,toyota corolla,75,toyota corolla,75,toyota corolla
32.9,4,119.0,100,2615,14.8,81,3,datsun 200sx,32.9,4.0,119.0,2615.0,14.8,81.0,3.0,32.9,4.0,119.0,2615.0,14.8,81.0,3.0,32.9,4.0,119.0,2615.0,14.8,81.0,3.0,100,datsun 200sx,100,datsun 200sx,100,datsun 200sx
31.6,4,120.0,74,2635,18.3,81,3,mazda 626,31.6,4.0,120.0,2635.0,18.3,81.0,3.0,31.6,4.0,120.0,2635.0,18.3,81.0,3.0,31.6,4.0,120.0,2635.0,18.3,81.0,3.0,74,mazda 626,74,mazda 626,74,mazda 626
28.1,4,141.0,80,3230,20.4,81,2,peugeot 505s turbo diesel,28.1,4.0,141.0,3230.0,20.4,81.0,2.0,28.1,4.0,141.0,3230.0,20.4,81.0,2.0,28.1,4.0,141.0,3230.0,20.4,81.0,2.0,80,peugeot 505s turbo diesel,80,peugeot 505s turbo diesel,80,peugeot 505s turbo diesel
